2025-11-08 10:59:13,826 - INFO - 使用设备: cpu
2025-11-08 10:59:13,826 - INFO - 实验配置: d_model=128, batch_size=32, epochs=5, block_size=64, seed=42, ablate_pe=False, ablate_multihead=False, ablate_ffn=True
2025-11-08 10:59:13,827 - INFO - 加载数据集...
2025-11-08 10:59:13,954 - INFO - 训练批次: 1,042, 验证批次: 121, 词汇表大小: 65
2025-11-08 10:59:13,955 - INFO - 初始化模型...
2025-11-08 10:59:13,963 - INFO - 
============================================================
2025-11-08 10:59:13,964 - INFO - Epoch 1/5
2025-11-08 10:59:13,964 - INFO - ============================================================
2025-11-08 10:59:13,965 - INFO - Epoch 1/5: 开始训练 (1,042 批次)
2025-11-08 10:59:14,916 - INFO - 进度:   1.0% | 批次: 10/1,042 | 损失: 4.3300 | LR: 2.96e-09 | 速度: 0.094s/batch | ETA: 1.6min
2025-11-08 11:01:49,398 - INFO - 进度:  39.3% | 批次: 410/1,042 | 损失: 4.2778 | LR: 4.30e-07 | 速度: 0.089s/batch | ETA: 1.1min
2025-11-08 11:01:50,355 - INFO - 进度:  40.3% | 批次: 420/1,042 | 损失: 4.2776 | LR: 4.33e-07 | 速度: 0.095s/batch | ETA: 1.0min
2025-11-08 11:01:51,224 - INFO - 进度:  41.3% | 批次: 430/1,042 | 损失: 4.2771 | LR: 4.36e-07 | 速度: 0.086s/batch | ETA: 1.0min
2025-11-08 11:01:52,057 - INFO - 进度:  42.2% | 批次: 440/1,042 | 损失: 4.2765 | LR: 4.39e-07 | 速度: 0.082s/batch | ETA: 1.0min
2025-11-08 11:01:52,875 - INFO - 进度:  43.2% | 批次: 450/1,042 | 损失: 4.2760 | LR: 4.42e-07 | 速度: 0.082s/batch | ETA: 1.0min
2025-11-08 11:01:53,672 - INFO - 进度:  44.1% | 批次: 460/1,042 | 损失: 4.2755 | LR: 4.45e-07 | 速度: 0.079s/batch | ETA: 1.0min
2025-11-08 11:01:54,545 - INFO - 进度:  45.1% | 批次: 470/1,042 | 损失: 4.2749 | LR: 4.48e-07 | 速度: 0.087s/batch | ETA: 0.9min
2025-11-08 11:01:55,453 - INFO - 进度:  46.1% | 批次: 480/1,042 | 损失: 4.2745 | LR: 4.51e-07 | 速度: 0.090s/batch | ETA: 0.9min
2025-11-08 11:01:56,215 - INFO - 进度:  47.0% | 批次: 490/1,042 | 损失: 4.2741 | LR: 4.54e-07 | 速度: 0.076s/batch | ETA: 0.9min
2025-11-08 11:01:57,069 - INFO - 进度:  48.0% | 批次: 500/1,042 | 损失: 4.2739 | LR: 4.57e-07 | 速度: 0.085s/batch | ETA: 0.9min
2025-11-08 11:01:57,994 - INFO - 进度:  48.9% | 批次: 510/1,042 | 损失: 4.2733 | LR: 4.60e-07 | 速度: 0.092s/batch | ETA: 0.9min
2025-11-08 11:01:58,903 - INFO - 进度:  49.9% | 批次: 520/1,042 | 损失: 4.2728 | LR: 4.63e-07 | 速度: 0.090s/batch | ETA: 0.8min
2025-11-08 11:01:59,774 - INFO - 进度:  50.9% | 批次: 530/1,042 | 损失: 4.2720 | LR: 4.66e-07 | 速度: 0.086s/batch | ETA: 0.8min
2025-11-08 11:02:00,678 - INFO - 进度:  51.8% | 批次: 540/1,042 | 损失: 4.2716 | LR: 4.69e-07 | 速度: 0.090s/batch | ETA: 0.8min
2025-11-08 11:02:01,498 - INFO - 进度:  52.8% | 批次: 550/1,042 | 损失: 4.2709 | LR: 4.72e-07 | 速度: 0.082s/batch | ETA: 0.8min
2025-11-08 11:02:02,308 - INFO - 进度:  53.7% | 批次: 560/1,042 | 损失: 4.2704 | LR: 4.75e-07 | 速度: 0.081s/batch | ETA: 0.8min
2025-11-08 11:02:03,169 - INFO - 进度:  54.7% | 批次: 570/1,042 | 损失: 4.2700 | LR: 4.78e-07 | 速度: 0.086s/batch | ETA: 0.8min
2025-11-08 11:02:04,023 - INFO - 进度:  55.7% | 批次: 580/1,042 | 损失: 4.2695 | LR: 4.81e-07 | 速度: 0.085s/batch | ETA: 0.7min
2025-11-08 11:02:04,868 - INFO - 进度:  56.6% | 批次: 590/1,042 | 损失: 4.2690 | LR: 4.84e-07 | 速度: 0.084s/batch | ETA: 0.7min
2025-11-08 11:02:05,666 - INFO - 进度:  57.6% | 批次: 600/1,042 | 损失: 4.2686 | LR: 4.87e-07 | 速度: 0.079s/batch | ETA: 0.7min
2025-11-08 11:02:06,500 - INFO - 进度:  58.5% | 批次: 610/1,042 | 损失: 4.2678 | LR: 4.90e-07 | 速度: 0.083s/batch | ETA: 0.7min
2025-11-08 11:02:07,395 - INFO - 进度:  59.5% | 批次: 620/1,042 | 损失: 4.2674 | LR: 4.93e-07 | 速度: 0.089s/batch | ETA: 0.7min
2025-11-08 11:02:08,323 - INFO - 进度:  60.5% | 批次: 630/1,042 | 损失: 4.2668 | LR: 4.96e-07 | 速度: 0.092s/batch | ETA: 0.7min
2025-11-08 11:02:09,179 - INFO - 进度:  61.4% | 批次: 640/1,042 | 损失: 4.2664 | LR: 4.99e-07 | 速度: 0.085s/batch | ETA: 0.6min
2025-11-08 11:02:10,124 - INFO - 进度:  62.4% | 批次: 650/1,042 | 损失: 4.2659 | LR: 5.02e-07 | 速度: 0.094s/batch | ETA: 0.6min
2025-11-08 11:02:11,027 - INFO - 进度:  63.3% | 批次: 660/1,042 | 损失: 4.2654 | LR: 5.05e-07 | 速度: 0.090s/batch | ETA: 0.6min
2025-11-08 11:02:11,866 - INFO - 进度:  64.3% | 批次: 670/1,042 | 损失: 4.2647 | LR: 5.08e-07 | 速度: 0.083s/batch | ETA: 0.6min
2025-11-08 11:02:12,655 - INFO - 进度:  65.3% | 批次: 680/1,042 | 损失: 4.2641 | LR: 5.11e-07 | 速度: 0.078s/batch | ETA: 0.6min
2025-11-08 11:02:13,533 - INFO - 进度:  66.2% | 批次: 690/1,042 | 损失: 4.2636 | LR: 5.13e-07 | 速度: 0.087s/batch | ETA: 0.6min
2025-11-08 11:02:14,412 - INFO - 进度:  67.2% | 批次: 700/1,042 | 损失: 4.2630 | LR: 5.16e-07 | 速度: 0.087s/batch | ETA: 0.5min
2025-11-08 11:02:15,273 - INFO - 进度:  68.1% | 批次: 710/1,042 | 损失: 4.2624 | LR: 5.19e-07 | 速度: 0.086s/batch | ETA: 0.5min
2025-11-08 11:02:16,149 - INFO - 进度:  69.1% | 批次: 720/1,042 | 损失: 4.2619 | LR: 5.22e-07 | 速度: 0.087s/batch | ETA: 0.5min
2025-11-08 11:02:16,969 - INFO - 进度:  70.1% | 批次: 730/1,042 | 损失: 4.2615 | LR: 5.25e-07 | 速度: 0.081s/batch | ETA: 0.5min
2025-11-08 11:02:17,765 - INFO - 进度:  71.0% | 批次: 740/1,042 | 损失: 4.2611 | LR: 5.28e-07 | 速度: 0.079s/batch | ETA: 0.5min
2025-11-08 11:02:18,615 - INFO - 进度:  72.0% | 批次: 750/1,042 | 损失: 4.2606 | LR: 5.31e-07 | 速度: 0.085s/batch | ETA: 0.5min
2025-11-08 11:02:19,473 - INFO - 进度:  72.9% | 批次: 760/1,042 | 损失: 4.2601 | LR: 5.34e-07 | 速度: 0.085s/batch | ETA: 0.4min
2025-11-08 11:02:20,341 - INFO - 进度:  73.9% | 批次: 770/1,042 | 损失: 4.2596 | LR: 5.37e-07 | 速度: 0.086s/batch | ETA: 0.4min
2025-11-08 11:02:21,188 - INFO - 进度:  74.9% | 批次: 780/1,042 | 损失: 4.2591 | LR: 5.40e-07 | 速度: 0.084s/batch | ETA: 0.4min
2025-11-08 11:02:21,947 - INFO - 进度:  75.8% | 批次: 790/1,042 | 损失: 4.2584 | LR: 5.43e-07 | 速度: 0.076s/batch | ETA: 0.4min
2025-11-08 11:02:22,739 - INFO - 进度:  76.8% | 批次: 800/1,042 | 损失: 4.2579 | LR: 5.46e-07 | 速度: 0.079s/batch | ETA: 0.4min
2025-11-08 11:02:23,527 - INFO - 进度:  77.7% | 批次: 810/1,042 | 损失: 4.2573 | LR: 5.49e-07 | 速度: 0.078s/batch | ETA: 0.4min
2025-11-08 11:02:24,402 - INFO - 进度:  78.7% | 批次: 820/1,042 | 损失: 4.2568 | LR: 5.52e-07 | 速度: 0.087s/batch | ETA: 0.3min
2025-11-08 11:02:25,211 - INFO - 进度:  79.7% | 批次: 830/1,042 | 损失: 4.2563 | LR: 5.55e-07 | 速度: 0.081s/batch | ETA: 0.3min
2025-11-08 11:02:26,134 - INFO - 进度:  80.6% | 批次: 840/1,042 | 损失: 4.2556 | LR: 5.58e-07 | 速度: 0.092s/batch | ETA: 0.3min
2025-11-08 11:02:27,070 - INFO - 进度:  81.6% | 批次: 850/1,042 | 损失: 4.2551 | LR: 5.61e-07 | 速度: 0.093s/batch | ETA: 0.3min
2025-11-08 11:02:27,898 - INFO - 进度:  82.5% | 批次: 860/1,042 | 损失: 4.2547 | LR: 5.64e-07 | 速度: 0.083s/batch | ETA: 0.3min
2025-11-08 11:02:28,802 - INFO - 进度:  83.5% | 批次: 870/1,042 | 损失: 4.2542 | LR: 5.67e-07 | 速度: 0.090s/batch | ETA: 0.3min
2025-11-08 11:02:29,625 - INFO - 进度:  84.5% | 批次: 880/1,042 | 损失: 4.2536 | LR: 5.70e-07 | 速度: 0.082s/batch | ETA: 0.2min
2025-11-08 11:02:30,592 - INFO - 进度:  85.4% | 批次: 890/1,042 | 损失: 4.2530 | LR: 5.73e-07 | 速度: 0.096s/batch | ETA: 0.2min
2025-11-08 11:02:31,492 - INFO - 进度:  86.4% | 批次: 900/1,042 | 损失: 4.2524 | LR: 5.76e-07 | 速度: 0.090s/batch | ETA: 0.2min
2025-11-08 11:02:32,515 - INFO - 进度:  87.3% | 批次: 910/1,042 | 损失: 4.2518 | LR: 5.79e-07 | 速度: 0.102s/batch | ETA: 0.2min
2025-11-08 11:02:33,452 - INFO - 进度:  88.3% | 批次: 920/1,042 | 损失: 4.2513 | LR: 5.82e-07 | 速度: 0.093s/batch | ETA: 0.2min
2025-11-08 11:02:34,319 - INFO - 进度:  89.3% | 批次: 930/1,042 | 损失: 4.2507 | LR: 5.85e-07 | 速度: 0.086s/batch | ETA: 0.2min
2025-11-08 11:02:35,145 - INFO - 进度:  90.2% | 批次: 940/1,042 | 损失: 4.2502 | LR: 5.88e-07 | 速度: 0.082s/batch | ETA: 0.2min
2025-11-08 11:02:35,977 - INFO - 进度:  91.2% | 批次: 950/1,042 | 损失: 4.2496 | LR: 5.91e-07 | 速度: 0.083s/batch | ETA: 0.1min
2025-11-08 11:02:36,779 - INFO - 进度:  92.1% | 批次: 960/1,042 | 损失: 4.2489 | LR: 5.93e-07 | 速度: 0.079s/batch | ETA: 0.1min
2025-11-08 11:02:37,579 - INFO - 进度:  93.1% | 批次: 970/1,042 | 损失: 4.2484 | LR: 5.91e-07 | 速度: 0.079s/batch | ETA: 0.1min
2025-11-08 11:02:38,359 - INFO - 进度:  94.0% | 批次: 980/1,042 | 损失: 4.2477 | LR: 5.90e-07 | 速度: 0.078s/batch | ETA: 0.1min
2025-11-08 11:02:39,231 - INFO - 进度:  95.0% | 批次: 990/1,042 | 损失: 4.2471 | LR: 5.88e-07 | 速度: 0.087s/batch | ETA: 0.1min
2025-11-08 11:02:40,088 - INFO - 进度:  96.0% | 批次: 1,000/1,042 | 损失: 4.2465 | LR: 5.87e-07 | 速度: 0.085s/batch | ETA: 0.1min
2025-11-08 11:02:40,954 - INFO - 进度:  96.9% | 批次: 1,010/1,042 | 损失: 4.2459 | LR: 5.85e-07 | 速度: 0.086s/batch | ETA: 0.0min
2025-11-08 11:02:41,806 - INFO - 进度:  97.9% | 批次: 1,020/1,042 | 损失: 4.2455 | LR: 5.84e-07 | 速度: 0.085s/batch | ETA: 0.0min
2025-11-08 11:02:42,620 - INFO - 进度:  98.8% | 批次: 1,030/1,042 | 损失: 4.2449 | LR: 5.83e-07 | 速度: 0.081s/batch | ETA: 0.0min
2025-11-08 11:02:43,453 - INFO - 进度:  99.8% | 批次: 1,040/1,042 | 损失: 4.2442 | LR: 5.81e-07 | 速度: 0.083s/batch | ETA: 0.0min
2025-11-08 11:02:43,588 - INFO - 进度: 100.0% | 批次: 1,042/1,042 | 损失: 4.2441 | LR: 5.81e-07 | 速度: 0.081s/batch | ETA: 0.0min
2025-11-08 11:02:43,589 - INFO - Epoch 2 完成! | 平均损失: 4.2441 | 耗时: 1.6分钟 | 处理样本: 16,666 | 总批次: 1,042
2025-11-08 11:02:43,589 - INFO - 开始验证...
2025-11-08 11:02:46,337 - INFO - 验证完成! | 损失: 4.1991 | 困惑度: 66.62 | 耗时: 2.7秒 | 样本数: 1,936
2025-11-08 11:02:46,337 - INFO - Epoch 2 统计: 训练损失=4.2441, 验证损失=4.199066717762593, 耗时=1.6分钟, 累计耗时=3.5分钟
2025-11-08 11:02:47,670 - INFO - 结果已保存至 results/ablate_ffn/
2025-11-08 11:02:47,670 - INFO - 
============================================================
2025-11-08 11:02:47,670 - INFO - Epoch 3/5
2025-11-08 11:02:47,670 - INFO - ============================================================
2025-11-08 11:02:47,671 - INFO - Epoch 3/5: 开始训练 (1,042 批次)
2025-11-08 11:02:48,368 - INFO - 进度:   1.0% | 批次: 10/1,042 | 损失: 4.1768 | LR: 5.79e-07 | 速度: 0.069s/batch | ETA: 1.2min
2025-11-08 11:02:49,183 - INFO - 进度:   1.9% | 批次: 20/1,042 | 损失: 4.1836 | LR: 5.78e-07 | 速度: 0.081s/batch | ETA: 1.3min
2025-11-08 11:02:50,053 - INFO - 进度:   2.9% | 批次: 30/1,042 | 损失: 4.1769 | LR: 5.77e-07 | 速度: 0.087s/batch | ETA: 1.3min
2025-11-08 11:02:50,877 - INFO - 进度:   3.8% | 批次: 40/1,042 | 损失: 4.1798 | LR: 5.75e-07 | 速度: 0.082s/batch | ETA: 1.3min
2025-11-08 11:02:51,697 - INFO - 进度:   4.8% | 批次: 50/1,042 | 损失: 4.1773 | LR: 5.74e-07 | 速度: 0.081s/batch | ETA: 1.3min
2025-11-08 11:02:52,444 - INFO - 进度:   5.8% | 批次: 60/1,042 | 损失: 4.1765 | LR: 5.73e-07 | 速度: 0.075s/batch | ETA: 1.3min
2025-11-08 11:02:53,205 - INFO - 进度:   6.7% | 批次: 70/1,042 | 损失: 4.1760 | LR: 5.71e-07 | 速度: 0.075s/batch | ETA: 1.3min
2025-11-08 11:02:54,034 - INFO - 进度:   7.7% | 批次: 80/1,042 | 损失: 4.1760 | LR: 5.70e-07 | 速度: 0.083s/batch | ETA: 1.3min
2025-11-08 11:02:54,791 - INFO - 进度:   8.6% | 批次: 90/1,042 | 损失: 4.1757 | LR: 5.69e-07 | 速度: 0.075s/batch | ETA: 1.3min
2025-11-08 11:02:55,507 - INFO - 进度:   9.6% | 批次: 100/1,042 | 损失: 4.1762 | LR: 5.67e-07 | 速度: 0.071s/batch | ETA: 1.2min
2025-11-08 11:02:56,265 - INFO - 进度:  10.6% | 批次: 110/1,042 | 损失: 4.1759 | LR: 5.66e-07 | 速度: 0.075s/batch | ETA: 1.2min
2025-11-08 11:02:57,100 - INFO - 进度:  11.5% | 批次: 120/1,042 | 损失: 4.1739 | LR: 5.65e-07 | 速度: 0.083s/batch | ETA: 1.2min
2025-11-08 11:02:57,925 - INFO - 进度:  12.5% | 批次: 130/1,042 | 损失: 4.1732 | LR: 5.64e-07 | 速度: 0.082s/batch | ETA: 1.2min
2025-11-08 11:02:59,739 - INFO - 进度:  13.4% | 批次: 140/1,042 | 损失: 4.1722 | LR: 5.62e-07 | 速度: 0.181s/batch | ETA: 1.3min
2025-11-08 11:03:00,483 - INFO - 进度:  14.4% | 批次: 150/1,042 | 损失: 4.1721 | LR: 5.61e-07 | 速度: 0.074s/batch | ETA: 1.3min
2025-11-08 11:03:01,243 - INFO - 进度:  15.4% | 批次: 160/1,042 | 损失: 4.1709 | LR: 5.60e-07 | 速度: 0.076s/batch | ETA: 1.2min
2025-11-08 11:03:02,042 - INFO - 进度:  16.3% | 批次: 170/1,042 | 损失: 4.1703 | LR: 5.59e-07 | 速度: 0.080s/batch | ETA: 1.2min
2025-11-08 11:03:02,890 - INFO - 进度:  17.3% | 批次: 180/1,042 | 损失: 4.1701 | LR: 5.57e-07 | 速度: 0.084s/batch | ETA: 1.2min
2025-11-08 11:03:03,763 - INFO - 进度:  18.2% | 批次: 190/1,042 | 损失: 4.1689 | LR: 5.56e-07 | 速度: 0.087s/batch | ETA: 1.2min
2025-11-08 11:03:04,560 - INFO - 进度:  19.2% | 批次: 200/1,042 | 损失: 4.1682 | LR: 5.55e-07 | 速度: 0.079s/batch | ETA: 1.2min
2025-11-08 11:03:05,363 - INFO - 进度:  20.2% | 批次: 210/1,042 | 损失: 4.1668 | LR: 5.54e-07 | 速度: 0.080s/batch | ETA: 1.2min
2025-11-08 11:03:06,224 - INFO - 进度:  21.1% | 批次: 220/1,042 | 损失: 4.1660 | LR: 5.52e-07 | 速度: 0.086s/batch | ETA: 1.2min
2025-11-08 11:03:07,073 - INFO - 进度:  22.1% | 批次: 230/1,042 | 损失: 4.1656 | LR: 5.51e-07 | 速度: 0.085s/batch | ETA: 1.1min
2025-11-08 11:03:07,874 - INFO - 进度:  23.0% | 批次: 240/1,042 | 损失: 4.1645 | LR: 5.50e-07 | 速度: 0.080s/batch | ETA: 1.1min
2025-11-08 11:03:08,732 - INFO - 进度:  24.0% | 批次: 250/1,042 | 损失: 4.1636 | LR: 5.49e-07 | 速度: 0.085s/batch | ETA: 1.1min
2025-11-08 11:03:09,706 - INFO - 进度:  25.0% | 批次: 260/1,042 | 损失: 4.1626 | LR: 5.48e-07 | 速度: 0.097s/batch | ETA: 1.1min
2025-11-08 11:03:10,517 - INFO - 进度:  25.9% | 批次: 270/1,042 | 损失: 4.1621 | LR: 5.47e-07 | 速度: 0.080s/batch | ETA: 1.1min
2025-11-08 11:03:11,346 - INFO - 进度:  26.9% | 批次: 280/1,042 | 损失: 4.1613 | LR: 5.45e-07 | 速度: 0.083s/batch | ETA: 1.1min
2025-11-08 11:03:12,136 - INFO - 进度:  27.8% | 批次: 290/1,042 | 损失: 4.1603 | LR: 5.44e-07 | 速度: 0.079s/batch | ETA: 1.1min
2025-11-08 11:03:12,988 - INFO - 进度:  28.8% | 批次: 300/1,042 | 损失: 4.1595 | LR: 5.43e-07 | 速度: 0.085s/batch | ETA: 1.0min
2025-11-08 11:03:13,846 - INFO - 进度:  29.8% | 批次: 310/1,042 | 损失: 4.1588 | LR: 5.42e-07 | 速度: 0.085s/batch | ETA: 1.0min
2025-11-08 11:03:14,750 - INFO - 进度:  30.7% | 批次: 320/1,042 | 损失: 4.1580 | LR: 5.41e-07 | 速度: 0.090s/batch | ETA: 1.0min
2025-11-08 11:03:15,692 - INFO - 进度:  31.7% | 批次: 330/1,042 | 损失: 4.1576 | LR: 5.40e-07 | 速度: 0.094s/batch | ETA: 1.0min
2025-11-08 11:03:16,575 - INFO - 进度:  32.6% | 批次: 340/1,042 | 损失: 4.1571 | LR: 5.39e-07 | 速度: 0.088s/batch | ETA: 1.0min
2025-11-08 11:03:17,513 - INFO - 进度:  33.6% | 批次: 350/1,042 | 损失: 4.1567 | LR: 5.37e-07 | 速度: 0.094s/batch | ETA: 1.0min
2025-11-08 11:03:18,314 - INFO - 进度:  34.5% | 批次: 360/1,042 | 损失: 4.1561 | LR: 5.36e-07 | 速度: 0.080s/batch | ETA: 1.0min
2025-11-08 11:03:19,296 - INFO - 进度:  35.5% | 批次: 370/1,042 | 损失: 4.1553 | LR: 5.35e-07 | 速度: 0.098s/batch | ETA: 1.0min
2025-11-08 11:03:20,235 - INFO - 进度:  36.5% | 批次: 380/1,042 | 损失: 4.1548 | LR: 5.34e-07 | 速度: 0.093s/batch | ETA: 0.9min
2025-11-08 11:03:21,104 - INFO - 进度:  37.4% | 批次: 390/1,042 | 损失: 4.1545 | LR: 5.33e-07 | 速度: 0.086s/batch | ETA: 0.9min
2025-11-08 11:03:21,998 - INFO - 进度:  38.4% | 批次: 400/1,042 | 损失: 4.1541 | LR: 5.32e-07 | 速度: 0.089s/batch | ETA: 0.9min
2025-11-08 11:03:22,873 - INFO - 进度:  39.3% | 批次: 410/1,042 | 损失: 4.1537 | LR: 5.31e-07 | 速度: 0.087s/batch | ETA: 0.9min
2025-11-08 11:03:23,846 - INFO - 进度:  40.3% | 批次: 420/1,042 | 损失: 4.1531 | LR: 5.30e-07 | 速度: 0.097s/batch | ETA: 0.9min
2025-11-08 11:03:24,800 - INFO - 进度:  41.3% | 批次: 430/1,042 | 损失: 4.1521 | LR: 5.29e-07 | 速度: 0.095s/batch | ETA: 0.9min
2025-11-08 11:03:25,714 - INFO - 进度:  42.2% | 批次: 440/1,042 | 损失: 4.1516 | LR: 5.28e-07 | 速度: 0.091s/batch | ETA: 0.9min
2025-11-08 11:03:26,579 - INFO - 进度:  43.2% | 批次: 450/1,042 | 损失: 4.1510 | LR: 5.27e-07 | 速度: 0.086s/batch | ETA: 0.9min
2025-11-08 11:03:27,435 - INFO - 进度:  44.1% | 批次: 460/1,042 | 损失: 4.1500 | LR: 5.26e-07 | 速度: 0.085s/batch | ETA: 0.8min
2025-11-08 11:03:28,354 - INFO - 进度:  45.1% | 批次: 470/1,042 | 损失: 4.1492 | LR: 5.25e-07 | 速度: 0.092s/batch | ETA: 0.8min
2025-11-08 11:03:29,238 - INFO - 进度:  46.1% | 批次: 480/1,042 | 损失: 4.1485 | LR: 5.24e-07 | 速度: 0.088s/batch | ETA: 0.8min
2025-11-08 11:03:30,163 - INFO - 进度:  47.0% | 批次: 490/1,042 | 损失: 4.1477 | LR: 5.23e-07 | 速度: 0.092s/batch | ETA: 0.8min
2025-11-08 11:03:31,040 - INFO - 进度:  48.0% | 批次: 500/1,042 | 损失: 4.1473 | LR: 5.22e-07 | 速度: 0.087s/batch | ETA: 0.8min
2025-11-08 11:03:32,014 - INFO - 进度:  48.9% | 批次: 510/1,042 | 损失: 4.1469 | LR: 5.21e-07 | 速度: 0.097s/batch | ETA: 0.8min
2025-11-08 11:03:32,913 - INFO - 进度:  49.9% | 批次: 520/1,042 | 损失: 4.1463 | LR: 5.20e-07 | 速度: 0.089s/batch | ETA: 0.8min
2025-11-08 11:03:33,821 - INFO - 进度:  50.9% | 批次: 530/1,042 | 损失: 4.1456 | LR: 5.19e-07 | 速度: 0.091s/batch | ETA: 0.7min
2025-11-08 11:03:34,708 - INFO - 进度:  51.8% | 批次: 540/1,042 | 损失: 4.1451 | LR: 5.18e-07 | 速度: 0.088s/batch | ETA: 0.7min
2025-11-08 11:03:35,595 - INFO - 进度:  52.8% | 批次: 550/1,042 | 损失: 4.1444 | LR: 5.17e-07 | 速度: 0.088s/batch | ETA: 0.7min
2025-11-08 11:03:36,533 - INFO - 进度:  53.7% | 批次: 560/1,042 | 损失: 4.1440 | LR: 5.16e-07 | 速度: 0.093s/batch | ETA: 0.7min
2025-11-08 11:03:37,366 - INFO - 进度:  54.7% | 批次: 570/1,042 | 损失: 4.1435 | LR: 5.15e-07 | 速度: 0.083s/batch | ETA: 0.7min
2025-11-08 11:03:38,196 - INFO - 进度:  55.7% | 批次: 580/1,042 | 损失: 4.1429 | LR: 5.14e-07 | 速度: 0.083s/batch | ETA: 0.7min
2025-11-08 11:03:39,038 - INFO - 进度:  56.6% | 批次: 590/1,042 | 损失: 4.1422 | LR: 5.13e-07 | 速度: 0.084s/batch | ETA: 0.7min
2025-11-08 11:03:39,980 - INFO - 进度:  57.6% | 批次: 600/1,042 | 损失: 4.1415 | LR: 5.12e-07 | 速度: 0.094s/batch | ETA: 0.6min
2025-11-08 11:03:40,978 - INFO - 进度:  58.5% | 批次: 610/1,042 | 损失: 4.1406 | LR: 5.11e-07 | 速度: 0.099s/batch | ETA: 0.6min
2025-11-08 11:03:41,771 - INFO - 进度:  59.5% | 批次: 620/1,042 | 损失: 4.1399 | LR: 5.10e-07 | 速度: 0.079s/batch | ETA: 0.6min
2025-11-08 11:03:42,536 - INFO - 进度:  60.5% | 批次: 630/1,042 | 损失: 4.1394 | LR: 5.09e-07 | 速度: 0.076s/batch | ETA: 0.6min
2025-11-08 11:03:43,327 - INFO - 进度:  61.4% | 批次: 640/1,042 | 损失: 4.1388 | LR: 5.08e-07 | 速度: 0.079s/batch | ETA: 0.6min
2025-11-08 11:03:44,265 - INFO - 进度:  62.4% | 批次: 650/1,042 | 损失: 4.1384 | LR: 5.07e-07 | 速度: 0.093s/batch | ETA: 0.6min
2025-11-08 11:03:45,785 - INFO - 进度:  63.3% | 批次: 660/1,042 | 损失: 4.1378 | LR: 5.06e-07 | 速度: 0.152s/batch | ETA: 0.6min
2025-11-08 11:03:46,656 - INFO - 进度:  64.3% | 批次: 670/1,042 | 损失: 4.1370 | LR: 5.05e-07 | 速度: 0.086s/batch | ETA: 0.5min
2025-11-08 11:03:47,447 - INFO - 进度:  65.3% | 批次: 680/1,042 | 损失: 4.1361 | LR: 5.04e-07 | 速度: 0.079s/batch | ETA: 0.5min
2025-11-08 11:03:48,254 - INFO - 进度:  66.2% | 批次: 690/1,042 | 损失: 4.1356 | LR: 5.03e-07 | 速度: 0.080s/batch | ETA: 0.5min
2025-11-08 11:03:49,046 - INFO - 进度:  67.2% | 批次: 700/1,042 | 损失: 4.1349 | LR: 5.03e-07 | 速度: 0.079s/batch | ETA: 0.5min
2025-11-08 11:03:49,868 - INFO - 进度:  68.1% | 批次: 710/1,042 | 损失: 4.1342 | LR: 5.02e-07 | 速度: 0.082s/batch | ETA: 0.5min
2025-11-08 11:03:50,658 - INFO - 进度:  69.1% | 批次: 720/1,042 | 损失: 4.1335 | LR: 5.01e-07 | 速度: 0.079s/batch | ETA: 0.5min
2025-11-08 11:03:51,434 - INFO - 进度:  70.1% | 批次: 730/1,042 | 损失: 4.1329 | LR: 5.00e-07 | 速度: 0.077s/batch | ETA: 0.5min
2025-11-08 11:03:52,195 - INFO - 进度:  71.0% | 批次: 740/1,042 | 损失: 4.1323 | LR: 4.99e-07 | 速度: 0.076s/batch | ETA: 0.4min
2025-11-08 11:03:52,945 - INFO - 进度:  72.0% | 批次: 750/1,042 | 损失: 4.1317 | LR: 4.98e-07 | 速度: 0.075s/batch | ETA: 0.4min
2025-11-08 11:03:53,731 - INFO - 进度:  72.9% | 批次: 760/1,042 | 损失: 4.1310 | LR: 4.97e-07 | 速度: 0.078s/batch | ETA: 0.4min
2025-11-08 11:03:54,472 - INFO - 进度:  73.9% | 批次: 770/1,042 | 损失: 4.1302 | LR: 4.96e-07 | 速度: 0.074s/batch | ETA: 0.4min
2025-11-08 11:03:55,306 - INFO - 进度:  74.9% | 批次: 780/1,042 | 损失: 4.1297 | LR: 4.95e-07 | 速度: 0.083s/batch | ETA: 0.4min
2025-11-08 11:03:56,057 - INFO - 进度:  75.8% | 批次: 790/1,042 | 损失: 4.1292 | LR: 4.95e-07 | 速度: 0.075s/batch | ETA: 0.4min
2025-11-08 11:03:56,867 - INFO - 进度:  76.8% | 批次: 800/1,042 | 损失: 4.1286 | LR: 4.94e-07 | 速度: 0.081s/batch | ETA: 0.3min
2025-11-08 11:03:57,697 - INFO - 进度:  77.7% | 批次: 810/1,042 | 损失: 4.1279 | LR: 4.93e-07 | 速度: 0.082s/batch | ETA: 0.3min
2025-11-08 11:03:58,451 - INFO - 进度:  78.7% | 批次: 820/1,042 | 损失: 4.1271 | LR: 4.92e-07 | 速度: 0.075s/batch | ETA: 0.3min
2025-11-08 11:03:59,254 - INFO - 进度:  79.7% | 批次: 830/1,042 | 损失: 4.1264 | LR: 4.91e-07 | 速度: 0.080s/batch | ETA: 0.3min
2025-11-08 11:04:00,008 - INFO - 进度:  80.6% | 批次: 840/1,042 | 损失: 4.1258 | LR: 4.90e-07 | 速度: 0.075s/batch | ETA: 0.3min
