2025-11-08 10:45:25,700 - INFO - 使用设备: cpu
2025-11-08 10:45:25,701 - INFO - 实验配置: d_model=128, batch_size=32, epochs=5, block_size=64, seed=42, ablate_pe=False, ablate_multihead=True
2025-11-08 10:45:25,701 - INFO - 加载数据集...
2025-11-08 10:45:25,828 - INFO - 训练批次: 1,042, 验证批次: 121, 词汇表大小: 65
2025-11-08 10:45:25,828 - INFO - 初始化模型...
2025-11-08 10:45:25,842 - INFO - 
============================================================
2025-11-08 10:45:25,842 - INFO - Epoch 1/5
2025-11-08 10:45:25,842 - INFO - ============================================================
2025-11-08 10:45:25,843 - INFO - Epoch 1/5: 开始训练 (1,042 批次)
2025-11-08 10:45:26,619 - INFO - 进度:   1.0% | 批次: 10/1,042 | 损失: 4.4110 | LR: 2.96e-09 | 速度: 0.077s/batch | ETA: 1.3min
2025-11-08 10:48:03,893 - INFO - 进度:  39.3% | 批次: 410/1,042 | 损失: 4.2915 | LR: 4.30e-07 | 速度: 0.100s/batch | ETA: 1.1min
2025-11-08 10:48:04,864 - INFO - 进度:  40.3% | 批次: 420/1,042 | 损失: 4.2905 | LR: 4.33e-07 | 速度: 0.097s/batch | ETA: 1.1min
2025-11-08 10:48:05,806 - INFO - 进度:  41.3% | 批次: 430/1,042 | 损失: 4.2892 | LR: 4.36e-07 | 速度: 0.094s/batch | ETA: 1.1min
2025-11-08 10:48:06,824 - INFO - 进度:  42.2% | 批次: 440/1,042 | 损失: 4.2883 | LR: 4.39e-07 | 速度: 0.101s/batch | ETA: 1.1min
2025-11-08 10:48:07,764 - INFO - 进度:  43.2% | 批次: 450/1,042 | 损失: 4.2872 | LR: 4.42e-07 | 速度: 0.094s/batch | ETA: 1.1min
2025-11-08 10:48:08,695 - INFO - 进度:  44.1% | 批次: 460/1,042 | 损失: 4.2859 | LR: 4.45e-07 | 速度: 0.092s/batch | ETA: 1.0min
2025-11-08 10:48:09,727 - INFO - 进度:  45.1% | 批次: 470/1,042 | 损失: 4.2848 | LR: 4.48e-07 | 速度: 0.103s/batch | ETA: 1.0min
2025-11-08 10:48:10,881 - INFO - 进度:  46.1% | 批次: 480/1,042 | 损失: 4.2837 | LR: 4.51e-07 | 速度: 0.115s/batch | ETA: 1.0min
2025-11-08 10:48:11,927 - INFO - 进度:  47.0% | 批次: 490/1,042 | 损失: 4.2827 | LR: 4.54e-07 | 速度: 0.104s/batch | ETA: 1.0min
2025-11-08 10:48:12,966 - INFO - 进度:  48.0% | 批次: 500/1,042 | 损失: 4.2817 | LR: 4.57e-07 | 速度: 0.104s/batch | ETA: 1.0min
2025-11-08 10:48:14,035 - INFO - 进度:  48.9% | 批次: 510/1,042 | 损失: 4.2808 | LR: 4.60e-07 | 速度: 0.107s/batch | ETA: 0.9min
2025-11-08 10:48:15,167 - INFO - 进度:  49.9% | 批次: 520/1,042 | 损失: 4.2798 | LR: 4.63e-07 | 速度: 0.113s/batch | ETA: 0.9min
2025-11-08 10:48:16,201 - INFO - 进度:  50.9% | 批次: 530/1,042 | 损失: 4.2788 | LR: 4.66e-07 | 速度: 0.103s/batch | ETA: 0.9min
2025-11-08 10:48:17,215 - INFO - 进度:  51.8% | 批次: 540/1,042 | 损失: 4.2779 | LR: 4.69e-07 | 速度: 0.101s/batch | ETA: 0.9min
2025-11-08 10:48:18,270 - INFO - 进度:  52.8% | 批次: 550/1,042 | 损失: 4.2767 | LR: 4.72e-07 | 速度: 0.105s/batch | ETA: 0.9min
2025-11-08 10:48:19,356 - INFO - 进度:  53.7% | 批次: 560/1,042 | 损失: 4.2756 | LR: 4.75e-07 | 速度: 0.108s/batch | ETA: 0.9min
2025-11-08 10:48:20,438 - INFO - 进度:  54.7% | 批次: 570/1,042 | 损失: 4.2745 | LR: 4.78e-07 | 速度: 0.108s/batch | ETA: 0.8min
2025-11-08 10:48:21,464 - INFO - 进度:  55.7% | 批次: 580/1,042 | 损失: 4.2735 | LR: 4.81e-07 | 速度: 0.102s/batch | ETA: 0.8min
2025-11-08 10:48:22,555 - INFO - 进度:  56.6% | 批次: 590/1,042 | 损失: 4.2725 | LR: 4.84e-07 | 速度: 0.109s/batch | ETA: 0.8min
2025-11-08 10:48:23,673 - INFO - 进度:  57.6% | 批次: 600/1,042 | 损失: 4.2713 | LR: 4.87e-07 | 速度: 0.111s/batch | ETA: 0.8min
2025-11-08 10:48:24,780 - INFO - 进度:  58.5% | 批次: 610/1,042 | 损失: 4.2703 | LR: 4.90e-07 | 速度: 0.110s/batch | ETA: 0.8min
2025-11-08 10:48:25,819 - INFO - 进度:  59.5% | 批次: 620/1,042 | 损失: 4.2692 | LR: 4.93e-07 | 速度: 0.104s/batch | ETA: 0.7min
2025-11-08 10:48:26,929 - INFO - 进度:  60.5% | 批次: 630/1,042 | 损失: 4.2681 | LR: 4.96e-07 | 速度: 0.111s/batch | ETA: 0.7min
2025-11-08 10:48:27,980 - INFO - 进度:  61.4% | 批次: 640/1,042 | 损失: 4.2669 | LR: 4.99e-07 | 速度: 0.105s/batch | ETA: 0.7min
2025-11-08 10:48:29,031 - INFO - 进度:  62.4% | 批次: 650/1,042 | 损失: 4.2657 | LR: 5.02e-07 | 速度: 0.104s/batch | ETA: 0.7min
2025-11-08 10:48:29,987 - INFO - 进度:  63.3% | 批次: 660/1,042 | 损失: 4.2646 | LR: 5.05e-07 | 速度: 0.095s/batch | ETA: 0.7min
2025-11-08 10:48:30,947 - INFO - 进度:  64.3% | 批次: 670/1,042 | 损失: 4.2636 | LR: 5.08e-07 | 速度: 0.096s/batch | ETA: 0.7min
2025-11-08 10:48:31,965 - INFO - 进度:  65.3% | 批次: 680/1,042 | 损失: 4.2625 | LR: 5.11e-07 | 速度: 0.101s/batch | ETA: 0.6min
2025-11-08 10:48:32,982 - INFO - 进度:  66.2% | 批次: 690/1,042 | 损失: 4.2613 | LR: 5.13e-07 | 速度: 0.101s/batch | ETA: 0.6min
2025-11-08 10:48:33,880 - INFO - 进度:  67.2% | 批次: 700/1,042 | 损失: 4.2602 | LR: 5.16e-07 | 速度: 0.089s/batch | ETA: 0.6min
2025-11-08 10:48:34,886 - INFO - 进度:  68.1% | 批次: 710/1,042 | 损失: 4.2591 | LR: 5.19e-07 | 速度: 0.100s/batch | ETA: 0.6min
2025-11-08 10:48:35,996 - INFO - 进度:  69.1% | 批次: 720/1,042 | 损失: 4.2582 | LR: 5.22e-07 | 速度: 0.111s/batch | ETA: 0.6min
2025-11-08 10:48:37,016 - INFO - 进度:  70.1% | 批次: 730/1,042 | 损失: 4.2569 | LR: 5.25e-07 | 速度: 0.101s/batch | ETA: 0.6min
2025-11-08 10:48:38,081 - INFO - 进度:  71.0% | 批次: 740/1,042 | 损失: 4.2558 | LR: 5.28e-07 | 速度: 0.106s/batch | ETA: 0.5min
2025-11-08 10:48:39,125 - INFO - 进度:  72.0% | 批次: 750/1,042 | 损失: 4.2547 | LR: 5.31e-07 | 速度: 0.104s/batch | ETA: 0.5min
2025-11-08 10:48:40,294 - INFO - 进度:  72.9% | 批次: 760/1,042 | 损失: 4.2535 | LR: 5.34e-07 | 速度: 0.117s/batch | ETA: 0.5min
2025-11-08 10:48:41,460 - INFO - 进度:  73.9% | 批次: 770/1,042 | 损失: 4.2524 | LR: 5.37e-07 | 速度: 0.116s/batch | ETA: 0.5min
2025-11-08 10:48:42,467 - INFO - 进度:  74.9% | 批次: 780/1,042 | 损失: 4.2512 | LR: 5.40e-07 | 速度: 0.100s/batch | ETA: 0.5min
2025-11-08 10:48:43,684 - INFO - 进度:  75.8% | 批次: 790/1,042 | 损失: 4.2499 | LR: 5.43e-07 | 速度: 0.121s/batch | ETA: 0.4min
2025-11-08 10:48:44,782 - INFO - 进度:  76.8% | 批次: 800/1,042 | 损失: 4.2488 | LR: 5.46e-07 | 速度: 0.109s/batch | ETA: 0.4min
2025-11-08 10:48:45,839 - INFO - 进度:  77.7% | 批次: 810/1,042 | 损失: 4.2477 | LR: 5.49e-07 | 速度: 0.105s/batch | ETA: 0.4min
2025-11-08 10:48:46,910 - INFO - 进度:  78.7% | 批次: 820/1,042 | 损失: 4.2466 | LR: 5.52e-07 | 速度: 0.107s/batch | ETA: 0.4min
2025-11-08 10:48:47,950 - INFO - 进度:  79.7% | 批次: 830/1,042 | 损失: 4.2454 | LR: 5.55e-07 | 速度: 0.103s/batch | ETA: 0.4min
2025-11-08 10:48:49,127 - INFO - 进度:  80.6% | 批次: 840/1,042 | 损失: 4.2442 | LR: 5.58e-07 | 速度: 0.117s/batch | ETA: 0.4min
2025-11-08 10:48:50,170 - INFO - 进度:  81.6% | 批次: 850/1,042 | 损失: 4.2431 | LR: 5.61e-07 | 速度: 0.104s/batch | ETA: 0.3min
2025-11-08 10:48:51,179 - INFO - 进度:  82.5% | 批次: 860/1,042 | 损失: 4.2420 | LR: 5.64e-07 | 速度: 0.100s/batch | ETA: 0.3min
2025-11-08 10:48:52,276 - INFO - 进度:  83.5% | 批次: 870/1,042 | 损失: 4.2407 | LR: 5.67e-07 | 速度: 0.109s/batch | ETA: 0.3min
2025-11-08 10:48:53,340 - INFO - 进度:  84.5% | 批次: 880/1,042 | 损失: 4.2395 | LR: 5.70e-07 | 速度: 0.106s/batch | ETA: 0.3min
2025-11-08 10:48:54,395 - INFO - 进度:  85.4% | 批次: 890/1,042 | 损失: 4.2383 | LR: 5.73e-07 | 速度: 0.105s/batch | ETA: 0.3min
2025-11-08 10:48:55,411 - INFO - 进度:  86.4% | 批次: 900/1,042 | 损失: 4.2371 | LR: 5.76e-07 | 速度: 0.101s/batch | ETA: 0.3min
2025-11-08 10:48:56,492 - INFO - 进度:  87.3% | 批次: 910/1,042 | 损失: 4.2358 | LR: 5.79e-07 | 速度: 0.108s/batch | ETA: 0.2min
2025-11-08 10:48:57,577 - INFO - 进度:  88.3% | 批次: 920/1,042 | 损失: 4.2347 | LR: 5.82e-07 | 速度: 0.107s/batch | ETA: 0.2min
2025-11-08 10:48:58,678 - INFO - 进度:  89.3% | 批次: 930/1,042 | 损失: 4.2335 | LR: 5.85e-07 | 速度: 0.110s/batch | ETA: 0.2min
2025-11-08 10:48:59,663 - INFO - 进度:  90.2% | 批次: 940/1,042 | 损失: 4.2323 | LR: 5.88e-07 | 速度: 0.098s/batch | ETA: 0.2min
2025-11-08 10:49:00,664 - INFO - 进度:  91.2% | 批次: 950/1,042 | 损失: 4.2310 | LR: 5.91e-07 | 速度: 0.099s/batch | ETA: 0.2min
2025-11-08 10:49:01,761 - INFO - 进度:  92.1% | 批次: 960/1,042 | 损失: 4.2298 | LR: 5.93e-07 | 速度: 0.109s/batch | ETA: 0.1min
2025-11-08 10:49:02,728 - INFO - 进度:  93.1% | 批次: 970/1,042 | 损失: 4.2286 | LR: 5.91e-07 | 速度: 0.096s/batch | ETA: 0.1min
2025-11-08 10:49:03,674 - INFO - 进度:  94.0% | 批次: 980/1,042 | 损失: 4.2274 | LR: 5.90e-07 | 速度: 0.094s/batch | ETA: 0.1min
2025-11-08 10:49:04,592 - INFO - 进度:  95.0% | 批次: 990/1,042 | 损失: 4.2262 | LR: 5.88e-07 | 速度: 0.091s/batch | ETA: 0.1min
2025-11-08 10:49:05,611 - INFO - 进度:  96.0% | 批次: 1,000/1,042 | 损失: 4.2250 | LR: 5.87e-07 | 速度: 0.102s/batch | ETA: 0.1min
2025-11-08 10:49:06,589 - INFO - 进度:  96.9% | 批次: 1,010/1,042 | 损失: 4.2238 | LR: 5.85e-07 | 速度: 0.097s/batch | ETA: 0.1min
2025-11-08 10:49:07,511 - INFO - 进度:  97.9% | 批次: 1,020/1,042 | 损失: 4.2225 | LR: 5.84e-07 | 速度: 0.092s/batch | ETA: 0.0min
2025-11-08 10:49:08,439 - INFO - 进度:  98.8% | 批次: 1,030/1,042 | 损失: 4.2213 | LR: 5.83e-07 | 速度: 0.092s/batch | ETA: 0.0min
2025-11-08 10:49:09,473 - INFO - 进度:  99.8% | 批次: 1,040/1,042 | 损失: 4.2201 | LR: 5.81e-07 | 速度: 0.103s/batch | ETA: 0.0min
2025-11-08 10:49:09,652 - INFO - 进度: 100.0% | 批次: 1,042/1,042 | 损失: 4.2199 | LR: 5.81e-07 | 速度: 0.102s/batch | ETA: 0.0min
2025-11-08 10:49:09,652 - INFO - Epoch 2 完成! | 平均损失: 4.2199 | 耗时: 1.8分钟 | 处理样本: 16,666 | 总批次: 1,042
2025-11-08 10:49:09,654 - INFO - 开始验证...
2025-11-08 10:49:12,562 - INFO - 验证完成! | 损失: 4.0856 | 困惑度: 59.48 | 耗时: 2.9秒 | 样本数: 1,936
2025-11-08 10:49:12,562 - INFO - Epoch 2 统计: 训练损失=4.2199, 验证损失=4.085622497826568, 耗时=1.9分钟, 累计耗时=3.8分钟
2025-11-08 10:49:13,947 - INFO - 结果已保存至 results/ablate_multihead/
2025-11-08 10:49:13,947 - INFO - 
============================================================
2025-11-08 10:49:13,947 - INFO - Epoch 3/5
2025-11-08 10:49:13,947 - INFO - ============================================================
2025-11-08 10:49:13,948 - INFO - Epoch 3/5: 开始训练 (1,042 批次)
2025-11-08 10:49:14,868 - INFO - 进度:   1.0% | 批次: 10/1,042 | 损失: 4.0967 | LR: 5.79e-07 | 速度: 0.092s/batch | ETA: 1.6min
2025-11-08 10:49:15,804 - INFO - 进度:   1.9% | 批次: 20/1,042 | 损失: 4.0902 | LR: 5.78e-07 | 速度: 0.093s/batch | ETA: 1.6min
2025-11-08 10:49:17,596 - INFO - 进度:   2.9% | 批次: 30/1,042 | 损失: 4.0852 | LR: 5.77e-07 | 速度: 0.179s/batch | ETA: 2.1min
2025-11-08 10:49:18,775 - INFO - 进度:   3.8% | 批次: 40/1,042 | 损失: 4.0825 | LR: 5.75e-07 | 速度: 0.117s/batch | ETA: 2.0min
2025-11-08 10:49:19,879 - INFO - 进度:   4.8% | 批次: 50/1,042 | 损失: 4.0821 | LR: 5.74e-07 | 速度: 0.110s/batch | ETA: 2.0min
2025-11-08 10:49:20,926 - INFO - 进度:   5.8% | 批次: 60/1,042 | 损失: 4.0823 | LR: 5.73e-07 | 速度: 0.104s/batch | ETA: 1.9min
2025-11-08 10:49:22,111 - INFO - 进度:   6.7% | 批次: 70/1,042 | 损失: 4.0798 | LR: 5.71e-07 | 速度: 0.118s/batch | ETA: 1.9min
2025-11-08 10:49:23,204 - INFO - 进度:   7.7% | 批次: 80/1,042 | 损失: 4.0777 | LR: 5.70e-07 | 速度: 0.109s/batch | ETA: 1.9min
2025-11-08 10:49:24,163 - INFO - 进度:   8.6% | 批次: 90/1,042 | 损失: 4.0756 | LR: 5.69e-07 | 速度: 0.095s/batch | ETA: 1.8min
2025-11-08 10:49:25,167 - INFO - 进度:   9.6% | 批次: 100/1,042 | 损失: 4.0732 | LR: 5.67e-07 | 速度: 0.100s/batch | ETA: 1.8min
2025-11-08 10:49:26,228 - INFO - 进度:  10.6% | 批次: 110/1,042 | 损失: 4.0716 | LR: 5.66e-07 | 速度: 0.106s/batch | ETA: 1.7min
2025-11-08 10:49:27,240 - INFO - 进度:  11.5% | 批次: 120/1,042 | 损失: 4.0706 | LR: 5.65e-07 | 速度: 0.100s/batch | ETA: 1.7min
2025-11-08 10:49:28,332 - INFO - 进度:  12.5% | 批次: 130/1,042 | 损失: 4.0690 | LR: 5.64e-07 | 速度: 0.109s/batch | ETA: 1.7min
2025-11-08 10:49:29,366 - INFO - 进度:  13.4% | 批次: 140/1,042 | 损失: 4.0683 | LR: 5.62e-07 | 速度: 0.103s/batch | ETA: 1.7min
2025-11-08 10:49:30,395 - INFO - 进度:  14.4% | 批次: 150/1,042 | 损失: 4.0675 | LR: 5.61e-07 | 速度: 0.103s/batch | ETA: 1.6min
2025-11-08 10:49:31,605 - INFO - 进度:  15.4% | 批次: 160/1,042 | 损失: 4.0661 | LR: 5.60e-07 | 速度: 0.120s/batch | ETA: 1.6min
2025-11-08 10:49:32,693 - INFO - 进度:  16.3% | 批次: 170/1,042 | 损失: 4.0640 | LR: 5.59e-07 | 速度: 0.109s/batch | ETA: 1.6min
2025-11-08 10:49:33,731 - INFO - 进度:  17.3% | 批次: 180/1,042 | 损失: 4.0627 | LR: 5.57e-07 | 速度: 0.103s/batch | ETA: 1.6min
2025-11-08 10:49:35,069 - INFO - 进度:  18.2% | 批次: 190/1,042 | 损失: 4.0615 | LR: 5.56e-07 | 速度: 0.133s/batch | ETA: 1.6min
2025-11-08 10:49:36,148 - INFO - 进度:  19.2% | 批次: 200/1,042 | 损失: 4.0605 | LR: 5.55e-07 | 速度: 0.108s/batch | ETA: 1.6min
2025-11-08 10:49:37,098 - INFO - 进度:  20.2% | 批次: 210/1,042 | 损失: 4.0596 | LR: 5.54e-07 | 速度: 0.095s/batch | ETA: 1.5min
2025-11-08 10:49:38,076 - INFO - 进度:  21.1% | 批次: 220/1,042 | 损失: 4.0584 | LR: 5.52e-07 | 速度: 0.097s/batch | ETA: 1.5min
2025-11-08 10:49:39,185 - INFO - 进度:  22.1% | 批次: 230/1,042 | 损失: 4.0569 | LR: 5.51e-07 | 速度: 0.110s/batch | ETA: 1.5min
2025-11-08 10:49:40,182 - INFO - 进度:  23.0% | 批次: 240/1,042 | 损失: 4.0551 | LR: 5.50e-07 | 速度: 0.099s/batch | ETA: 1.5min
2025-11-08 10:49:41,280 - INFO - 进度:  24.0% | 批次: 250/1,042 | 损失: 4.0538 | LR: 5.49e-07 | 速度: 0.109s/batch | ETA: 1.4min
2025-11-08 10:49:42,330 - INFO - 进度:  25.0% | 批次: 260/1,042 | 损失: 4.0526 | LR: 5.48e-07 | 速度: 0.104s/batch | ETA: 1.4min
2025-11-08 10:49:43,366 - INFO - 进度:  25.9% | 批次: 270/1,042 | 损失: 4.0512 | LR: 5.47e-07 | 速度: 0.103s/batch | ETA: 1.4min
2025-11-08 10:49:44,324 - INFO - 进度:  26.9% | 批次: 280/1,042 | 损失: 4.0501 | LR: 5.45e-07 | 速度: 0.095s/batch | ETA: 1.4min
2025-11-08 10:49:45,280 - INFO - 进度:  27.8% | 批次: 290/1,042 | 损失: 4.0490 | LR: 5.44e-07 | 速度: 0.095s/batch | ETA: 1.4min
2025-11-08 10:49:46,301 - INFO - 进度:  28.8% | 批次: 300/1,042 | 损失: 4.0477 | LR: 5.43e-07 | 速度: 0.102s/batch | ETA: 1.3min
2025-11-08 10:49:47,323 - INFO - 进度:  29.8% | 批次: 310/1,042 | 损失: 4.0463 | LR: 5.42e-07 | 速度: 0.102s/batch | ETA: 1.3min
2025-11-08 10:49:48,343 - INFO - 进度:  30.7% | 批次: 320/1,042 | 损失: 4.0453 | LR: 5.41e-07 | 速度: 0.101s/batch | ETA: 1.3min
2025-11-08 10:49:49,307 - INFO - 进度:  31.7% | 批次: 330/1,042 | 损失: 4.0441 | LR: 5.40e-07 | 速度: 0.096s/batch | ETA: 1.3min
2025-11-08 10:49:50,409 - INFO - 进度:  32.6% | 批次: 340/1,042 | 损失: 4.0430 | LR: 5.39e-07 | 速度: 0.110s/batch | ETA: 1.3min
2025-11-08 10:49:51,518 - INFO - 进度:  33.6% | 批次: 350/1,042 | 损失: 4.0416 | LR: 5.37e-07 | 速度: 0.110s/batch | ETA: 1.2min
2025-11-08 10:49:52,675 - INFO - 进度:  34.5% | 批次: 360/1,042 | 损失: 4.0402 | LR: 5.36e-07 | 速度: 0.115s/batch | ETA: 1.2min
2025-11-08 10:49:53,647 - INFO - 进度:  35.5% | 批次: 370/1,042 | 损失: 4.0389 | LR: 5.35e-07 | 速度: 0.097s/batch | ETA: 1.2min
2025-11-08 10:49:54,749 - INFO - 进度:  36.5% | 批次: 380/1,042 | 损失: 4.0376 | LR: 5.34e-07 | 速度: 0.110s/batch | ETA: 1.2min
2025-11-08 10:49:55,851 - INFO - 进度:  37.4% | 批次: 390/1,042 | 损失: 4.0363 | LR: 5.33e-07 | 速度: 0.110s/batch | ETA: 1.2min
2025-11-08 10:49:56,864 - INFO - 进度:  38.4% | 批次: 400/1,042 | 损失: 4.0348 | LR: 5.32e-07 | 速度: 0.101s/batch | ETA: 1.1min
2025-11-08 10:49:57,803 - INFO - 进度:  39.3% | 批次: 410/1,042 | 损失: 4.0337 | LR: 5.31e-07 | 速度: 0.094s/batch | ETA: 1.1min
2025-11-08 10:49:58,861 - INFO - 进度:  40.3% | 批次: 420/1,042 | 损失: 4.0326 | LR: 5.30e-07 | 速度: 0.105s/batch | ETA: 1.1min
2025-11-08 10:49:59,930 - INFO - 进度:  41.3% | 批次: 430/1,042 | 损失: 4.0314 | LR: 5.29e-07 | 速度: 0.107s/batch | ETA: 1.1min
2025-11-08 10:50:01,049 - INFO - 进度:  42.2% | 批次: 440/1,042 | 损失: 4.0300 | LR: 5.28e-07 | 速度: 0.111s/batch | ETA: 1.1min
2025-11-08 10:50:02,024 - INFO - 进度:  43.2% | 批次: 450/1,042 | 损失: 4.0287 | LR: 5.27e-07 | 速度: 0.097s/batch | ETA: 1.1min
2025-11-08 10:50:03,000 - INFO - 进度:  44.1% | 批次: 460/1,042 | 损失: 4.0272 | LR: 5.26e-07 | 速度: 0.097s/batch | ETA: 1.0min
2025-11-08 10:50:04,022 - INFO - 进度:  45.1% | 批次: 470/1,042 | 损失: 4.0262 | LR: 5.25e-07 | 速度: 0.102s/batch | ETA: 1.0min
2025-11-08 10:50:05,025 - INFO - 进度:  46.1% | 批次: 480/1,042 | 损失: 4.0249 | LR: 5.24e-07 | 速度: 0.100s/batch | ETA: 1.0min
2025-11-08 10:50:06,118 - INFO - 进度:  47.0% | 批次: 490/1,042 | 损失: 4.0238 | LR: 5.23e-07 | 速度: 0.109s/batch | ETA: 1.0min
2025-11-08 10:50:07,191 - INFO - 进度:  48.0% | 批次: 500/1,042 | 损失: 4.0226 | LR: 5.22e-07 | 速度: 0.107s/batch | ETA: 1.0min
2025-11-08 10:50:08,178 - INFO - 进度:  48.9% | 批次: 510/1,042 | 损失: 4.0214 | LR: 5.21e-07 | 速度: 0.098s/batch | ETA: 0.9min
2025-11-08 10:50:09,307 - INFO - 进度:  49.9% | 批次: 520/1,042 | 损失: 4.0200 | LR: 5.20e-07 | 速度: 0.112s/batch | ETA: 0.9min
2025-11-08 10:50:10,336 - INFO - 进度:  50.9% | 批次: 530/1,042 | 损失: 4.0188 | LR: 5.19e-07 | 速度: 0.102s/batch | ETA: 0.9min
2025-11-08 10:50:11,331 - INFO - 进度:  51.8% | 批次: 540/1,042 | 损失: 4.0175 | LR: 5.18e-07 | 速度: 0.099s/batch | ETA: 0.9min
2025-11-08 10:50:12,310 - INFO - 进度:  52.8% | 批次: 550/1,042 | 损失: 4.0162 | LR: 5.17e-07 | 速度: 0.098s/batch | ETA: 0.9min
2025-11-08 10:50:13,438 - INFO - 进度:  53.7% | 批次: 560/1,042 | 损失: 4.0150 | LR: 5.16e-07 | 速度: 0.112s/batch | ETA: 0.9min
2025-11-08 10:50:14,524 - INFO - 进度:  54.7% | 批次: 570/1,042 | 损失: 4.0136 | LR: 5.15e-07 | 速度: 0.108s/batch | ETA: 0.8min
2025-11-08 10:50:15,511 - INFO - 进度:  55.7% | 批次: 580/1,042 | 损失: 4.0124 | LR: 5.14e-07 | 速度: 0.098s/batch | ETA: 0.8min
2025-11-08 10:50:16,520 - INFO - 进度:  56.6% | 批次: 590/1,042 | 损失: 4.0113 | LR: 5.13e-07 | 速度: 0.101s/batch | ETA: 0.8min
2025-11-08 10:50:17,588 - INFO - 进度:  57.6% | 批次: 600/1,042 | 损失: 4.0102 | LR: 5.12e-07 | 速度: 0.106s/batch | ETA: 0.8min
2025-11-08 10:50:18,539 - INFO - 进度:  58.5% | 批次: 610/1,042 | 损失: 4.0089 | LR: 5.11e-07 | 速度: 0.095s/batch | ETA: 0.8min
2025-11-08 10:50:19,511 - INFO - 进度:  59.5% | 批次: 620/1,042 | 损失: 4.0076 | LR: 5.10e-07 | 速度: 0.097s/batch | ETA: 0.7min
2025-11-08 10:50:20,522 - INFO - 进度:  60.5% | 批次: 630/1,042 | 损失: 4.0063 | LR: 5.09e-07 | 速度: 0.100s/batch | ETA: 0.7min
2025-11-08 10:50:21,546 - INFO - 进度:  61.4% | 批次: 640/1,042 | 损失: 4.0051 | LR: 5.08e-07 | 速度: 0.102s/batch | ETA: 0.7min
2025-11-08 10:50:22,626 - INFO - 进度:  62.4% | 批次: 650/1,042 | 损失: 4.0038 | LR: 5.07e-07 | 速度: 0.108s/batch | ETA: 0.7min
2025-11-08 10:50:23,579 - INFO - 进度:  63.3% | 批次: 660/1,042 | 损失: 4.0027 | LR: 5.06e-07 | 速度: 0.095s/batch | ETA: 0.7min
2025-11-08 10:50:24,502 - INFO - 进度:  64.3% | 批次: 670/1,042 | 损失: 4.0015 | LR: 5.05e-07 | 速度: 0.092s/batch | ETA: 0.7min
2025-11-08 10:50:25,501 - INFO - 进度:  65.3% | 批次: 680/1,042 | 损失: 4.0002 | LR: 5.04e-07 | 速度: 0.100s/batch | ETA: 0.6min
2025-11-08 10:50:26,597 - INFO - 进度:  66.2% | 批次: 690/1,042 | 损失: 3.9989 | LR: 5.03e-07 | 速度: 0.109s/batch | ETA: 0.6min
2025-11-08 10:50:27,672 - INFO - 进度:  67.2% | 批次: 700/1,042 | 损失: 3.9978 | LR: 5.03e-07 | 速度: 0.107s/batch | ETA: 0.6min
2025-11-08 10:50:28,775 - INFO - 进度:  68.1% | 批次: 710/1,042 | 损失: 3.9966 | LR: 5.02e-07 | 速度: 0.110s/batch | ETA: 0.6min
2025-11-08 10:50:29,825 - INFO - 进度:  69.1% | 批次: 720/1,042 | 损失: 3.9953 | LR: 5.01e-07 | 速度: 0.105s/batch | ETA: 0.6min
2025-11-08 10:50:30,945 - INFO - 进度:  70.1% | 批次: 730/1,042 | 损失: 3.9942 | LR: 5.00e-07 | 速度: 0.111s/batch | ETA: 0.5min
2025-11-08 10:50:32,037 - INFO - 进度:  71.0% | 批次: 740/1,042 | 损失: 3.9930 | LR: 4.99e-07 | 速度: 0.109s/batch | ETA: 0.5min
2025-11-08 10:50:33,096 - INFO - 进度:  72.0% | 批次: 750/1,042 | 损失: 3.9919 | LR: 4.98e-07 | 速度: 0.105s/batch | ETA: 0.5min
2025-11-08 10:50:34,133 - INFO - 进度:  72.9% | 批次: 760/1,042 | 损失: 3.9907 | LR: 4.97e-07 | 速度: 0.103s/batch | ETA: 0.5min
2025-11-08 10:50:35,164 - INFO - 进度:  73.9% | 批次: 770/1,042 | 损失: 3.9894 | LR: 4.96e-07 | 速度: 0.103s/batch | ETA: 0.5min
2025-11-08 10:50:36,066 - INFO - 进度:  74.9% | 批次: 780/1,042 | 损失: 3.9883 | LR: 4.95e-07 | 速度: 0.090s/batch | ETA: 0.5min
2025-11-08 10:50:37,046 - INFO - 进度:  75.8% | 批次: 790/1,042 | 损失: 3.9871 | LR: 4.95e-07 | 速度: 0.098s/batch | ETA: 0.4min
2025-11-08 10:50:38,058 - INFO - 进度:  76.8% | 批次: 800/1,042 | 损失: 3.9859 | LR: 4.94e-07 | 速度: 0.100s/batch | ETA: 0.4min
2025-11-08 10:50:39,062 - INFO - 进度:  77.7% | 批次: 810/1,042 | 损失: 3.9848 | LR: 4.93e-07 | 速度: 0.100s/batch | ETA: 0.4min
2025-11-08 10:50:40,022 - INFO - 进度:  78.7% | 批次: 820/1,042 | 损失: 3.9835 | LR: 4.92e-07 | 速度: 0.096s/batch | ETA: 0.4min
2025-11-08 10:50:40,990 - INFO - 进度:  79.7% | 批次: 830/1,042 | 损失: 3.9824 | LR: 4.91e-07 | 速度: 0.096s/batch | ETA: 0.4min
2025-11-08 10:50:42,011 - INFO - 进度:  80.6% | 批次: 840/1,042 | 损失: 3.9812 | LR: 4.90e-07 | 速度: 0.102s/batch | ETA: 0.4min
